"id","type","parent","permlink","name","ytcount"
"Category:Koch, Friedrich Ernst","1","","http://imslp.org/wiki/Category:Koch,_Friedrich_Ernst","Koch, Friedrich Ernst",380
"Category:Klopstock, Friedrich Gottlieb","1","","http://imslp.org/wiki/Category:Klopstock,_Friedrich_Gottlieb","Klopstock, Friedrich Gottlieb",409
"Category:Klaes, Torben","1","","http://imslp.org/wiki/Category:Klaes,_Torben","Klaes, Torben",182
"Category:Kok, Henk","1","","http://imslp.org/wiki/Category:Kok,_Henk","Kok, Henk",13742
"Category:Knopper, Klaus","1","","http://imslp.org/wiki/Category:Knopper,_Klaus","Knopper, Klaus",726
"Category:Klickmann, Frank Henri","1","","http://imslp.org/wiki/Category:Klickmann,_Frank_Henri","Klickmann, Frank Henri",147
"Category:Kimmell, Abram","1","","http://imslp.org/wiki/Category:Kimmell,_Abram","Kimmell, Abram",267865
"Category:Kross, Emil","1","","http://imslp.org/wiki/Category:Kross,_Emil","Kross, Emil",3264
"Category:Kullak, Ernst","1","","http://imslp.org/wiki/Category:Kullak,_Ernst","Kullak, Ernst",278
"Category:Kleinschrod, Ottilie","1","","http://imslp.org/wiki/Category:Kleinschrod,_Ottilie","Kleinschrod, Ottilie",0
"Category:Knott, Thomas B.","1","","http://imslp.org/wiki/Category:Knott,_Thomas_B.","Knott, Thomas B.",922
"Category:Kirchhoff, Gottfried","1","","http://imslp.org/wiki/Category:Kirchhoff,_Gottfried","Kirchhoff, Gottfried",307
"Category:Kellner, David","1","","http://imslp.org/wiki/Category:Kellner,_David","Kellner, David",57244
"Category:Kunkel, Franz Joseph","1","","http://imslp.org/wiki/Category:Kunkel,_Franz_Joseph","Kunkel, Franz Joseph",28
"Category:Klafsky, Anton Maria","1","","http://imslp.org/wiki/Category:Klafsky,_Anton_Maria","Klafsky, Anton Maria",0
"Category:Kindermann, Johann Erasmus","1","","http://imslp.org/wiki/Category:Kindermann,_Johann_Erasmus","Kindermann, Johann Erasmus",210
"Category:Kügele, Richard","1","","http://imslp.org/wiki/Category:Kügele,_Richard","Kügele, Richard",23
"Category:Kulman, Elisaveta","1","","http://imslp.org/wiki/Category:Kulman,_Elisaveta","Kulman, Elisaveta",21
"Category:Klinger, Ernst","1","","http://imslp.org/wiki/Category:Klinger,_Ernst","Klinger, Ernst",526
"Category:Kleist, Ewald Christian von","1","","http://imslp.org/wiki/Category:Kleist,_Ewald_Christian_von","Kleist, Ewald Christian von",50
"Category:Lamotte, Franz","1","","http://imslp.org/wiki/Category:Lamotte,_Franz","Lamotte, Franz",458
"Category:Kruber, Louis","1","","http://imslp.org/wiki/Category:Kruber,_Louis","Kruber, Louis",11
"Category:Klemperer, Oscar","1","","http://imslp.org/wiki/Category:Klemperer,_Oscar","Klemperer, Oscar",770
"Category:King, James L.","1","","http://imslp.org/wiki/Category:King,_James_L.","King, James L.",1000000
"Category:Kohlenegg, Leonhard Kohl von","1","","http://imslp.org/wiki/Category:Kohlenegg,_Leonhard_Kohl_von","Kohlenegg, Leonhard Kohl von",1
"Category:Klein, Jacob","1","","http://imslp.org/wiki/Category:Klein,_Jacob","Klein, Jacob",269085
"Category:Kuh, Emil","1","","http://imslp.org/wiki/Category:Kuh,_Emil","Kuh, Emil",2935
"Category:Kellner, Johann Peter","1","","http://imslp.org/wiki/Category:Kellner,_Johann_Peter","Kellner, Johann Peter",3713
"Category:Kummer, Friedrich August","1","","http://imslp.org/wiki/Category:Kummer,_Friedrich_August","Kummer, Friedrich August",444
"Category:Klemm, Eberhardt","1","","http://imslp.org/wiki/Category:Klemm,_Eberhardt","Klemm, Eberhardt",3
"Category:Kruchoski, Alexander","1","","http://imslp.org/wiki/Category:Kruchoski,_Alexander","Kruchoski, Alexander",122
"Category:Ken, Thomas","1","","http://imslp.org/wiki/Category:Ken,_Thomas","Ken, Thomas",1000000
"Category:King, Charles M.","1","","http://imslp.org/wiki/Category:King,_Charles_M.","King, Charles M.",760964
"Category:Kockert, Otto","1","","http://imslp.org/wiki/Category:Kockert,_Otto","Kockert, Otto",12
"Category:Kelley, Edgar Stillman","1","","http://imslp.org/wiki/Category:Kelley,_Edgar_Stillman","Kelley, Edgar Stillman",140
"Category:Kohler, Emile","1","","http://imslp.org/wiki/Category:Kohler,_Emile","Kohler, Emile",775
"Category:Kittl, Jan Bedrich","1","","http://imslp.org/wiki/Category:Kittl,_Jan_Bedrich","Kittl, Jan Bedrich",94
"Category:Knüpfer, Sebastian","1","","http://imslp.org/wiki/Category:Knüpfer,_Sebastian","Knüpfer, Sebastian",443
"Category:Kuntze, Carl","1","","http://imslp.org/wiki/Category:Kuntze,_Carl","Kuntze, Carl",45
"Category:Knauf, Erich","1","","http://imslp.org/wiki/Category:Knauf,_Erich","Knauf, Erich",91
"Category:King, Rudolf","1","","http://imslp.org/wiki/Category:King,_Rudolf","King, Rudolf",300491
"Category:Knab, Armin","1","","http://imslp.org/wiki/Category:Knab,_Armin","Knab, Armin",369
"Category:Kochetov, Nikolay","1","","http://imslp.org/wiki/Category:Kochetov,_Nikolay","Kochetov, Nikolay",273
"Category:Kufferath, Hubert Ferdinand","1","","http://imslp.org/wiki/Category:Kufferath,_Hubert_Ferdinand","Kufferath, Hubert Ferdinand",7
"Category:Kilzer, Johann Sebastian Wilhelm","1","","http://imslp.org/wiki/Category:Kilzer,_Johann_Sebastian_Wilhelm","Kilzer, Johann Sebastian Wilhelm",0
"Category:Keats, John","1","","http://imslp.org/wiki/Category:Keats,_John","Keats, John",102466
"Category:Kummer, Clare","1","","http://imslp.org/wiki/Category:Kummer,_Clare","Kummer, Clare",3645
"Category:Krzyżanowska, Halina","1","","http://imslp.org/wiki/Category:Krzyżanowska,_Halina","Krzyżanowska, Halina",55
"Category:Kobrich, Johann Anton","1","","http://imslp.org/wiki/Category:Kobrich,_Johann_Anton","Kobrich, Johann Anton",48
"Category:Kupelwieser, Joseph","1","","http://imslp.org/wiki/Category:Kupelwieser,_Joseph","Kupelwieser, Joseph",154
"Category:Kunkel, Gotthold","1","","http://imslp.org/wiki/Category:Kunkel,_Gotthold","Kunkel, Gotthold",4
"Category:Kirchner, Theodor","1","","http://imslp.org/wiki/Category:Kirchner,_Theodor","Kirchner, Theodor",5699
"Category:Kluge, Jens","1","","http://imslp.org/wiki/Category:Kluge,_Jens","Kluge, Jens",1391
"Category:Krossing, Peter","1","","http://imslp.org/wiki/Category:Krossing,_Peter","Krossing, Peter",56096
"Category:Kistler, Cyrill","1","","http://imslp.org/wiki/Category:Kistler,_Cyrill","Kistler, Cyrill",79
"Category:Kellner, Johann Christoph","1","","http://imslp.org/wiki/Category:Kellner,_Johann_Christoph","Kellner, Johann Christoph",2330
"Category:Krug, Gustav","1","","http://imslp.org/wiki/Category:Krug,_Gustav","Krug, Gustav",719
"Category:Krylov, Viktor","1","","http://imslp.org/wiki/Category:Krylov,_Viktor","Krylov, Viktor",1014
"Category:Kohn, Karl Ferdinand","1","","http://imslp.org/wiki/Category:Kohn,_Karl_Ferdinand","Kohn, Karl Ferdinand",36
"Category:Kurbanov, Mikhail","1","","http://imslp.org/wiki/Category:Kurbanov,_Mikhail","Kurbanov, Mikhail",564
"Category:Laistner, Max","1","","http://imslp.org/wiki/Category:Laistner,_Max","Laistner, Max",0
"Category:Kruijs, Marinus Hendrik van 't","1","","http://imslp.org/wiki/Category:Kruijs,_Marinus_Hendrik_van_'t","Kruijs, Marinus Hendrik van 't",5
"Category:Kullak, Franz","1","","http://imslp.org/wiki/Category:Kullak,_Franz","Kullak, Franz",1215
"Category:Koffler, Józef","1","","http://imslp.org/wiki/Category:Koffler,_Józef","Koffler, Józef",112
"Category:Klose, Friedrich","1","","http://imslp.org/wiki/Category:Klose,_Friedrich","Klose, Friedrich",9676
"Category:Krumpholz, Jean-Baptiste","1","","http://imslp.org/wiki/Category:Krumpholz,_Jean-Baptiste","Krumpholz, Jean-Baptiste",197
"Category:Kurjata, Tomasz","1","","http://imslp.org/wiki/Category:Kurjata,_Tomasz","Kurjata, Tomasz",12
"Category:Klitzsch, Karl Emanuel","1","","http://imslp.org/wiki/Category:Klitzsch,_Karl_Emanuel","Klitzsch, Karl Emanuel",2
"Category:Klein, Manuel","1","","http://imslp.org/wiki/Category:Klein,_Manuel","Klein, Manuel",174001
"Category:Kleven, Arvid","1","","http://imslp.org/wiki/Category:Kleven,_Arvid","Kleven, Arvid",163
"Category:Kocher, Konrad","1","","http://imslp.org/wiki/Category:Kocher,_Konrad","Kocher, Konrad",203
"Category:Kruckow, Richard","1","","http://imslp.org/wiki/Category:Kruckow,_Richard","Kruckow, Richard",3
"Category:Kuhn, Eberhard","1","","http://imslp.org/wiki/Category:Kuhn,_Eberhard","Kuhn, Eberhard",966
"Category:Klaas, Julius","1","","http://imslp.org/wiki/Category:Klaas,_Julius","Klaas, Julius",4526
"Category:Keeble, John","1","","http://imslp.org/wiki/Category:Keeble,_John","Keeble, John",21521
"Category:Kunc, Pierre","1","","http://imslp.org/wiki/Category:Kunc,_Pierre","Kunc, Pierre",261
"Category:Klemperer, Victor","1","","http://imslp.org/wiki/Category:Klemperer,_Victor","Klemperer, Victor",9341
"Category:Koessler, Hans","1","","http://imslp.org/wiki/Category:Koessler,_Hans","Koessler, Hans",197
"Category:King's Chapel Choir, Boston","1","","http://imslp.org/wiki/Category:King's_Chapel_Choir,_Boston","King's Chapel Choir, Boston",14435
"Category:Kleinheinz, Franz Xaver","1","","http://imslp.org/wiki/Category:Kleinheinz,_Franz_Xaver","Kleinheinz, Franz Xaver",12
"Category:Kubasch","1","","http://imslp.org/wiki/Category:Kubasch","Kubasch",763
"Category:Kocakov, Drago","1","","http://imslp.org/wiki/Category:Kocakov,_Drago","Kocakov, Drago",5
"Category:Klier, João Bartolomeu","1","","http://imslp.org/wiki/Category:Klier,_João_Bartolomeu","Klier, João Bartolomeu",0
"Category:Knape, Ernst Viktor","1","","http://imslp.org/wiki/Category:Knape,_Ernst_Viktor","Knape, Ernst Viktor",3
"Category:Kirbye, George","1","","http://imslp.org/wiki/Category:Kirbye,_George","Kirbye, George",323
"Category:Koch, Heinrich Christoph","1","","http://imslp.org/wiki/Category:Koch,_Heinrich_Christoph","Koch, Heinrich Christoph",297
"Category:Landrevin, G.","1","","http://imslp.org/wiki/Category:Landrevin,_G.","Landrevin, G.",0
"Category:Klemetti, Heikki","1","","http://imslp.org/wiki/Category:Klemetti,_Heikki","Klemetti, Heikki",399
"Category:King of Sweden and Norway, Oscar II","1","","http://imslp.org/wiki/Category:King_of_Sweden_and_Norway,_Oscar_II","King of Sweden and Norway, Oscar II",671
"Category:Kirnberger, Johann Philipp","1","","http://imslp.org/wiki/Category:Kirnberger,_Johann_Philipp","Kirnberger, Johann Philipp",12246
"Category:Krzyżanowski, Ignacy","1","","http://imslp.org/wiki/Category:Krzyżanowski,_Ignacy","Krzyżanowski, Ignacy",92
"Category:Krystallis, Konstantin","1","","http://imslp.org/wiki/Category:Krystallis,_Konstantin","Krystallis, Konstantin",34
"Category:Kletke, Hermann","1","","http://imslp.org/wiki/Category:Kletke,_Hermann","Kletke, Hermann",97
"Category:Kuhlstrom, Eric","1","","http://imslp.org/wiki/Category:Kuhlstrom,_Eric","Kuhlstrom, Eric",2
"Category:Klein, Hermann","1","","http://imslp.org/wiki/Category:Klein,_Hermann","Klein, Hermann",28629
"Category:Krummacher, Friedrich Adolf","1","","http://imslp.org/wiki/Category:Krummacher,_Friedrich_Adolf","Krummacher, Friedrich Adolf",7
"Category:Koenen, Friedrich","1","","http://imslp.org/wiki/Category:Koenen,_Friedrich","Koenen, Friedrich",92380
"Category:Krug, Arnold","1","","http://imslp.org/wiki/Category:Krug,_Arnold","Krug, Arnold",2465
"Category:Kulenkamp, Georg Carl","1","","http://imslp.org/wiki/Category:Kulenkamp,_Georg_Carl","Kulenkamp, Georg Carl",2
"Category:Kling, Henri","1","","http://imslp.org/wiki/Category:Kling,_Henri","Kling, Henri",1414
"Category:Kieviet, Paulus","1","","http://imslp.org/wiki/Category:Kieviet,_Paulus","Kieviet, Paulus",43
"Category:Kinross, John","1","","http://imslp.org/wiki/Category:Kinross,_John","Kinross, John",26525
"Category:Kim, Sooyun","1","","http://imslp.org/wiki/Category:Kim,_Sooyun","Kim, Sooyun",14170
"Category:Klein, Henry","1","","http://imslp.org/wiki/Category:Klein,_Henry","Klein, Henry",543937
"Category:Kumpf, Johann Gottfried","1","","http://imslp.org/wiki/Category:Kumpf,_Johann_Gottfried","Kumpf, Johann Gottfried",4
"Category:Lanzetti, Salvatore","1","","http://imslp.org/wiki/Category:Lanzetti,_Salvatore","Lanzetti, Salvatore",1626
"Category:Koch, Johann","1","","http://imslp.org/wiki/Category:Koch,_Johann","Koch, Johann",53498
"Category:Kurtz, Anton","1","","http://imslp.org/wiki/Category:Kurtz,_Anton","Kurtz, Anton",1941
"Category:Kulikov, Ippolit","1","","http://imslp.org/wiki/Category:Kulikov,_Ippolit","Kulikov, Ippolit",0
"Category:Krygell, Johan Adam","1","","http://imslp.org/wiki/Category:Krygell,_Johan_Adam","Krygell, Johan Adam",55
"Category:Krylov, Ivan","1","","http://imslp.org/wiki/Category:Krylov,_Ivan","Krylov, Ivan",5498
"Category:Knapp, Albert","1","","http://imslp.org/wiki/Category:Knapp,_Albert","Knapp, Albert",18519
"Category:Klosé, Hyacinthe Eléonore","1","","http://imslp.org/wiki/Category:Klosé,_Hyacinthe_Eléonore","Klosé, Hyacinthe Eléonore",2
"Category:Kwong, Donna","1","","http://imslp.org/wiki/Category:Kwong,_Donna","Kwong, Donna",645
"Category:Kunzen, Johann Paul","1","","http://imslp.org/wiki/Category:Kunzen,_Johann_Paul","Kunzen, Johann Paul",24
"Category:Knigge, Tim","1","","http://imslp.org/wiki/Category:Knigge,_Tim","Knigge, Tim",3527
"Category:Krufft, Nikolaus von","1","","http://imslp.org/wiki/Category:Krufft,_Nikolaus_von","Krufft, Nikolaus von",168
"Category:Kugler, Alois","1","","http://imslp.org/wiki/Category:Kugler,_Alois","Kugler, Alois",61
"Category:Kloczko, Rafal","1","","http://imslp.org/wiki/Category:Kloczko,_Rafal","Kloczko, Rafal",515
"Category:Kmoch, Frantisek","1","","http://imslp.org/wiki/Category:Kmoch,_Frantisek","Kmoch, Frantisek",4136
"Category:Klingler, Karl","1","","http://imslp.org/wiki/Category:Klingler,_Karl","Klingler, Karl",391
"Category:Kok, Jan","1","","http://imslp.org/wiki/Category:Kok,_Jan","Kok, Jan",426461
"Category:Kessler, Joseph Christoph","1","","http://imslp.org/wiki/Category:Kessler,_Joseph_Christoph","Kessler, Joseph Christoph",478
"Category:Klindworth, Karl","1","","http://imslp.org/wiki/Category:Klindworth,_Karl","Klindworth, Karl",203
"Category:Kinkel, Gottfried","1","","http://imslp.org/wiki/Category:Kinkel,_Gottfried","Kinkel, Gottfried",337
"Category:Lagard, A.","1","","http://imslp.org/wiki/Category:Lagard,_A.","Lagard, A.",8438
"Category:Kochubey, Yelizaveta","1","","http://imslp.org/wiki/Category:Kochubey,_Yelizaveta","Kochubey, Yelizaveta",0
"Category:Kirkpatrick, William J.","1","","http://imslp.org/wiki/Category:Kirkpatrick,_William_J.","Kirkpatrick, William J.",7139
"Category:Knoep, Lüder","1","","http://imslp.org/wiki/Category:Knoep,_Lüder","Knoep, Lüder",21
"Category:Kníže, František Max","1","","http://imslp.org/wiki/Category:Kníže,_František_Max","Kníže, František Max",84
"Category:Knecht, Justin Heinrich","1","","http://imslp.org/wiki/Category:Knecht,_Justin_Heinrich","Knecht, Justin Heinrich",1105
"Category:Koch, Ernst","1","","http://imslp.org/wiki/Category:Koch,_Ernst","Koch, Ernst",79860
"Category:Kunz, Konrad Max","1","","http://imslp.org/wiki/Category:Kunz,_Konrad_Max","Kunz, Konrad Max",249
"Category:Klengel, August Alexander","1","","http://imslp.org/wiki/Category:Klengel,_August_Alexander","Klengel, August Alexander",47
"Category:Kim, Eun Soo","1","","http://imslp.org/wiki/Category:Kim,_Eun_Soo","Kim, Eun Soo",180853
"Category:Kupfer, Ed.","1","","http://imslp.org/wiki/Category:Kupfer,_Ed.","Kupfer, Ed.",4271
"Category:Kinder, Ralph","1","","http://imslp.org/wiki/Category:Kinder,_Ralph","Kinder, Ralph",149725
"Category:Kuhn, Siegfried","1","","http://imslp.org/wiki/Category:Kuhn,_Siegfried","Kuhn, Siegfried",3117
"Category:Kliemt, Uwe","1","","http://imslp.org/wiki/Category:Kliemt,_Uwe","Kliemt, Uwe",36
"Category:Keller, Gottfried","1","","http://imslp.org/wiki/Category:Keller,_Gottfried","Keller, Gottfried",13360
"Category:Kuipers, Albert H.","1","","http://imslp.org/wiki/Category:Kuipers,_Albert_H.","Kuipers, Albert H.",154
"Category:Knight, Joseph Philip","1","","http://imslp.org/wiki/Category:Knight,_Joseph_Philip","Knight, Joseph Philip",25533
"Category:King, Oliver","1","","http://imslp.org/wiki/Category:King,_Oliver","King, Oliver",1000000
"Category:Kock, Karl","1","","http://imslp.org/wiki/Category:Kock,_Karl","Kock, Karl",2467
"Category:Knappe, Franz","1","","http://imslp.org/wiki/Category:Knappe,_Franz","Knappe, Franz",1816
"Category:Kivi, Aleksis","1","","http://imslp.org/wiki/Category:Kivi,_Aleksis","Kivi, Aleksis",3381
"Category:King of France, Louis XIII","1","","http://imslp.org/wiki/Category:King_of_France,_Louis_XIII","King of France, Louis XIII",15136
"Category:Knowles, Frederic Lawrence","1","","http://imslp.org/wiki/Category:Knowles,_Frederic_Lawrence","Knowles, Frederic Lawrence",77
"Category:Langdon, Richard","1","","http://imslp.org/wiki/Category:Langdon,_Richard","Langdon, Richard",36851
"Category:Krug-Waldsee, Josef","1","","http://imslp.org/wiki/Category:Krug-Waldsee,_Josef","Krug-Waldsee, Josef",22
"Category:Kuo, Sarah","1","","http://imslp.org/wiki/Category:Kuo,_Sarah","Kuo, Sarah",24742
"Category:Kunze, Karl","1","","http://imslp.org/wiki/Category:Kunze,_Karl","Kunze, Karl",3788
"Category:Klose, Oscar","1","","http://imslp.org/wiki/Category:Klose,_Oscar","Klose, Oscar",15095
"Category:Klingsor, Tristan","1","","http://imslp.org/wiki/Category:Klingsor,_Tristan","Klingsor, Tristan",1191
"Category:Kuchař, Jan Křtitel","1","","http://imslp.org/wiki/Category:Kuchař,_Jan_Křtitel","Kuchař, Jan Křtitel",328
"Category:Kunkel, Charles","1","","http://imslp.org/wiki/Category:Kunkel,_Charles","Kunkel, Charles",2808
"Category:Knuth, Jürgen","1","","http://imslp.org/wiki/Category:Knuth,_Jürgen","Knuth, Jürgen",353
"Category:Kunits, Luigi von","1","","http://imslp.org/wiki/Category:Kunits,_Luigi_von","Kunits, Luigi von",123
"Category:Kmoch, František","1","","http://imslp.org/wiki/Category:Kmoch,_František","Kmoch, František",4136
"Category:Kulling, Franz Albert","1","","http://imslp.org/wiki/Category:Kulling,_Franz_Albert","Kulling, Franz Albert",4475
"Category:Kunkel, Jacob","1","","http://imslp.org/wiki/Category:Kunkel,_Jacob","Kunkel, Jacob",979
"Category:Kumar, Ramana","1","","http://imslp.org/wiki/Category:Kumar,_Ramana","Kumar, Ramana",117629
"Category:Knecht, Armin","1","","http://imslp.org/wiki/Category:Knecht,_Armin","Knecht, Armin",363
"Category:Kleinmichel, Richard","1","","http://imslp.org/wiki/Category:Kleinmichel,_Richard","Kleinmichel, Richard",99
"Category:Kocián, Jaroslav","1","","http://imslp.org/wiki/Category:Kocián,_Jaroslav","Kocián, Jaroslav",3018
"Category:Kuligovskiy, Ivan","1","","http://imslp.org/wiki/Category:Kuligovskiy,_Ivan","Kuligovskiy, Ivan",451
"Category:Klimek, Jens","1","","http://imslp.org/wiki/Category:Klimek,_Jens","Klimek, Jens",2082
"Category:Klein, Thomas","1","","http://imslp.org/wiki/Category:Klein,_Thomas","Klein, Thomas",1000000
"Category:Kunzen, Adolph Carl","1","","http://imslp.org/wiki/Category:Kunzen,_Adolph_Carl","Kunzen, Adolph Carl",22
"Category:Kroyer, Theodor","1","","http://imslp.org/wiki/Category:Kroyer,_Theodor","Kroyer, Theodor",37
"Category:Knapp, William","1","","http://imslp.org/wiki/Category:Knapp,_William","Knapp, William",70182
"Category:Knudsen, Poul","1","","http://imslp.org/wiki/Category:Knudsen,_Poul","Knudsen, Poul",4411
"Category:Kleist, Heinrich von","1","","http://imslp.org/wiki/Category:Kleist,_Heinrich_von","Kleist, Heinrich von",18448
"Category:Kolander, Vatroslav","1","","http://imslp.org/wiki/Category:Kolander,_Vatroslav","Kolander, Vatroslav",65
"Category:Knina, Leonid","1","","http://imslp.org/wiki/Category:Knina,_Leonid","Knina, Leonid",20
"Category:Koch, K.","1","","http://imslp.org/wiki/Category:Koch,_K.","Koch, K.",439220
"Category:Kullak, Theodor","1","","http://imslp.org/wiki/Category:Kullak,_Theodor","Kullak, Theodor",2995
"Category:Kohara, Kazuma","1","","http://imslp.org/wiki/Category:Kohara,_Kazuma","Kohara, Kazuma",15
"Category:Kuhe, Wilhelm","1","","http://imslp.org/wiki/Category:Kuhe,_Wilhelm","Kuhe, Wilhelm",1006
"Category:Koczalski, Raoul","1","","http://imslp.org/wiki/Category:Koczalski,_Raoul","Koczalski, Raoul",9767
"Category:Krstic, Branimir","1","","http://imslp.org/wiki/Category:Krstic,_Branimir","Krstic, Branimir",3168
"Category:King of Sweden and Norway, Charles XV","1","","http://imslp.org/wiki/Category:King_of_Sweden_and_Norway,_Charles_XV","King of Sweden and Norway, Charles XV",48
"Category:Klingemann, Karl","1","","http://imslp.org/wiki/Category:Klingemann,_Karl","Klingemann, Karl",72
"Category:Langford, Steve","1","","http://imslp.org/wiki/Category:Langford,_Steve","Langford, Steve",88435
"Category:Kugler, Franz","1","","http://imslp.org/wiki/Category:Kugler,_Franz","Kugler, Franz",873
"Category:Knob, Steven Edward","1","","http://imslp.org/wiki/Category:Knob,_Steven_Edward","Knob, Steven Edward",128
"Category:Kocięda, Józef","1","","http://imslp.org/wiki/Category:Kocięda,_Józef","Kocięda, Józef",4
"Category:Klugescheid, Richard","1","","http://imslp.org/wiki/Category:Klugescheid,_Richard","Klugescheid, Richard",36
"Category:Keller, Robert","1","","http://imslp.org/wiki/Category:Keller,_Robert","Keller, Robert",736846
"Category:Klinger, Dave","1","","http://imslp.org/wiki/Category:Klinger,_Dave","Klinger, Dave",8808
"Category:Kummer, Kaspar","1","","http://imslp.org/wiki/Category:Kummer,_Kaspar","Kummer, Kaspar",5532
"Category:Lacombe, Paul","1","","http://imslp.org/wiki/Category:Lacombe,_Paul","Lacombe, Paul",33632
"Category:Kukolnik, Nestor","1","","http://imslp.org/wiki/Category:Kukolnik,_Nestor","Kukolnik, Nestor",112
"Category:Klingemann, Ernst August Friedrich","1","","http://imslp.org/wiki/Category:Klingemann,_Ernst_August_Friedrich","Klingemann, Ernst August Friedrich",6
"Category:Kruse, Georg Richard","1","","http://imslp.org/wiki/Category:Kruse,_Georg_Richard","Kruse, Georg Richard",1250
"Category:Kittel, Johann Christian","1","","http://imslp.org/wiki/Category:Kittel,_Johann_Christian","Kittel, Johann Christian",1449
"Category:Kedrov, Nikolai","1","","http://imslp.org/wiki/Category:Kedrov,_Nikolai","Kedrov, Nikolai",7029
"Category:Kuijken, Barthold","1","","http://imslp.org/wiki/Category:Kuijken,_Barthold","Kuijken, Barthold",3910
"Category:King Henry VIII","1","","http://imslp.org/wiki/Category:King_Henry_VIII","King Henry VIII",339470
"Category:Kolb, Johann Baptist","1","","http://imslp.org/wiki/Category:Kolb,_Johann_Baptist","Kolb, Johann Baptist",14
"Category:Knudsen, Henrik","1","","http://imslp.org/wiki/Category:Knudsen,_Henrik","Knudsen, Henrik",19704
"Category:Klengel, Paul","1","","http://imslp.org/wiki/Category:Klengel,_Paul","Klengel, Paul",1966
"Category:Kimball, Jacob","1","","http://imslp.org/wiki/Category:Kimball,_Jacob","Kimball, Jacob",22595
"Category:Kunzen, Friedrich Ludwig Aemilius","1","","http://imslp.org/wiki/Category:Kunzen,_Friedrich_Ludwig_Aemilius","Kunzen, Friedrich Ludwig Aemilius",27
"Category:Kuiler, Kor","1","","http://imslp.org/wiki/Category:Kuiler,_Kor","Kuiler, Kor",645
"Category:King, Robert","1","","http://imslp.org/wiki/Category:King,_Robert","King, Robert",1000000
"Category:Kiselgof, Susman","1","","http://imslp.org/wiki/Category:Kiselgof,_Susman","Kiselgof, Susman",1
"Category:Kursch, Richard","1","","http://imslp.org/wiki/Category:Kursch,_Richard","Kursch, Richard",134
"Category:La Rue, Pierre de","1","","http://imslp.org/wiki/Category:La_Rue,_Pierre_de","La Rue, Pierre de",430738
"Category:Krieger, Johann Philipp","1","","http://imslp.org/wiki/Category:Krieger,_Johann_Philipp","Krieger, Johann Philipp",16414
"Category:Knowland-Coe, Sadie","1","","http://imslp.org/wiki/Category:Knowland-Coe,_Sadie","Knowland-Coe, Sadie",71
"Category:King, Henry","1","","http://imslp.org/wiki/Category:King,_Henry","King, Henry",1000000
"Category:Lambert, Frank","1","","http://imslp.org/wiki/Category:Lambert,_Frank","Lambert, Frank",552761
"Category:Kipling, Rudyard","1","","http://imslp.org/wiki/Category:Kipling,_Rudyard","Kipling, Rudyard",117157
"Category:Klughardt, August","1","","http://imslp.org/wiki/Category:Klughardt,_August","Klughardt, August",9374
"Category:Kuokkanen, Vesa","1","","http://imslp.org/wiki/Category:Kuokkanen,_Vesa","Kuokkanen, Vesa",275
"Category:Kummer, Gotthelf Heinrich","1","","http://imslp.org/wiki/Category:Kummer,_Gotthelf_Heinrich","Kummer, Gotthelf Heinrich",57
"Category:Kurpiński, Karol","1","","http://imslp.org/wiki/Category:Kurpiński,_Karol","Kurpiński, Karol",6829
"Category:Klein, M.","1","","http://imslp.org/wiki/Category:Klein,_M.","Klein, M.",1000000
"Category:Kinnunen, Reijo","1","","http://imslp.org/wiki/Category:Kinnunen,_Reijo","Kinnunen, Reijo",1881
"Category:Kolb Ayala, Angelina","1","","http://imslp.org/wiki/Category:Kolb_Ayala,_Angelina","Kolb Ayala, Angelina",7
"Category:Kornauth, Egon","1","","http://imslp.org/wiki/Category:Kornauth,_Egon","Kornauth, Egon",70
"Category:Kuprevičius, Giedrius","1","","http://imslp.org/wiki/Category:Kuprevičius,_Giedrius","Kuprevičius, Giedrius",1465
"Category:Kubelík, Jan","1","","http://imslp.org/wiki/Category:Kubelík,_Jan","Kubelík, Jan",30770
"Category:Kingsley, George","1","","http://imslp.org/wiki/Category:Kingsley,_George","Kingsley, George",204896
"Category:Koechlin, Charles","1","","http://imslp.org/wiki/Category:Koechlin,_Charles","Koechlin, Charles",49692
"Category:Kunc, Aloys","1","","http://imslp.org/wiki/Category:Kunc,_Aloys","Kunc, Aloys",1609
"Category:Klengel, Julius","1","","http://imslp.org/wiki/Category:Klengel,_Julius","Klengel, Julius",7158
"Category:Kelly, Frederick Septimus","1","","http://imslp.org/wiki/Category:Kelly,_Frederick_Septimus","Kelly, Frederick Septimus",91
"Category:Klonowski, Teofil","1","","http://imslp.org/wiki/Category:Klonowski,_Teofil","Klonowski, Teofil",73
"Category:Kircher, Athanasius","1","","http://imslp.org/wiki/Category:Kircher,_Athanasius","Kircher, Athanasius",21660
"Category:Kuhlau, Friedrich","1","","http://imslp.org/wiki/Category:Kuhlau,_Friedrich","Kuhlau, Friedrich",83921
"Category:Klobučar, Anđelko","1","","http://imslp.org/wiki/Category:Klobučar,_Anđelko","Klobučar, Anđelko",1365
"Category:Klička, Josef","1","","http://imslp.org/wiki/Category:Klička,_Josef","Klička, Josef",1835
"Category:Kodály, Zoltán","1","","http://imslp.org/wiki/Category:Kodály,_Zoltán","Kodály, Zoltán",160194
"Category:Kolb, Jean","1","","http://imslp.org/wiki/Category:Kolb,_Jean","Kolb, Jean",8796
